targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
204,203780,773,18,710,682,16,27,29,50,58,1,12304,24,0,0,710,1,255
210,209492,773,18,719,724,17,3,29,51,58,1,12310,24,0,0,719,1,255
215,215080,773,18,727,724,17,9,29,51,58,1,12315,24,0,0,727,1,255
221,220692,773,18,738,724,17,14,29,51,58,1,12321,24,0,0,738,1,255
226,226384,773,18,748,724,17,20,29,51,58,1,12326,24,0,0,747,1,255
232,232092,773,18,757,724,17,25,29,51,58,1,12332,24,0,0,757,1,255
237,236868,773,18,765,767,18,3,27,52,58,1,12337,24,0,0,765,0,255
1235,1234372,773,18,827,809,19,975,26,53,58,1,13335,24,0,0,827,0,255
0,400,600,14,827,809,19,978,26,53,58,1,13338,24,0,0,827,0,255
3,3304,600,14,827,809,19,982,26,53,58,1,13342,24,0,0,827,0,255
10,10676,600,14,827,809,19,988,26,53,58,1,13348,24,0,0,827,-1,255
16,16380,600,14,827,809,19,994,26,53,58,1,13353,24,0,0,827,-1,255
21,22068,600,14,827,809,19,999,26,53,58,1,13359,24,0,0,827,-1,255
27,27768,600,14,827,809,19,1005,26,53,58,1,13365,24,0,0,826,-1,255
33,33548,600,14,827,809,19,1012,26,53,58,1,13371,24,0,0,827,-1,255
39,39324,600,14,827,809,19,1017,26,53,58,1,13377,24,0,0,828,-1,255
45,45112,600,14,827,809,19,1023,26,53,58,1,13382,24,0,0,827,-1,255
50,50884,600,14,827,809,19,1028,26,53,58,1,13388,24,0,0,828,-1,255
56,56692,600,14,828,809,19,1034,26,53,58,1,13394,24,0,0,827,-1,255
62,62476,600,14,826,809,19,1040,26,53,58,1,13399,24,0,0,826,-1,255
67,68236,600,14,827,809,19,1045,26,53,58,1,13405,24,0,0,827,-1,255
74,74012,600,14,825,809,19,1052,26,53,58,1,13412,24,0,0,826,-1,255
80,79792,600,14,822,809,19,1058,26,53,58,1,13417,24,0,0,820,-1,255
85,85568,600,14,818,809,19,1063,26,53,58,1,13423,24,0,0,817,-1,255
91,91352,600,14,814,809,19,1069,26,53,58,1,13429,24,0,0,813,-1,255
96,97136,600,14,805,809,19,1075,26,53,58,1,13434,24,0,0,806,-1,255
102,102988,600,14,799,767,18,3,1077,53,59,1,13440,24,0,0,798,-1,255
108,108828,600,14,790,767,18,9,1077,53,59,1,13446,24,0,0,790,-1,255
114,114712,600,14,781,767,18,16,1077,53,59,1,13452,24,0,0,781,-1,255
120,120652,600,14,773,767,18,22,1077,53,59,1,13458,24,0,0,772,-1,255
126,126588,600,14,765,767,18,27,1077,53,59,1,13464,24,0,0,765,-1,255
132,132576,600,14,757,724,17,3,30,53,60,1,13470,24,0,0,757,-1,255
138,138256,600,14,748,724,17,9,30,53,60,1,13475,24,0,0,748,-1,255
143,143936,600,14,740,724,17,14,30,53,60,1,13481,24,0,0,740,-1,255
149,149712,600,14,733,724,17,20,30,53,60,1,13487,24,0,0,733,-1,255
154,155500,600,14,725,724,17,26,30,53,60,1,13492,24,0,0,723,-1,255
161,161276,600,14,716,724,17,32,30,53,60,1,13499,24,0,0,716,-1,255
167,167076,600,14,708,682,16,3,35,53,61,1,13504,24,0,0,707,-1,255
172,172772,600,14,697,682,16,9,35,53,61,1,13510,24,0,0,697,-1,255
178,178448,600,14,690,682,16,14,35,53,61,1,13516,24,0,0,691,-1,255
183,184228,600,14,681,682,16,20,35,53,61,1,13521,24,0,0,681,-1,255
189,190004,600,14,674,682,16,25,35,53,61,1,13527,24,0,0,674,-1,255
195,195816,600,14,665,639,15,3,28,53,62,1,13533,24,0,0,665,-1,255
200,201476,600,14,655,639,15,10,28,53,62,1,13539,24,0,0,655,-1,255
207,207276,600,14,648,639,15,15,28,53,62,1,13545,24,0,0,647,-1,255
213,213060,600,14,639,639,15,21,28,53,62,1,13550,24,0,0,639,-1,255
218,218816,600,14,630,639,15,27,28,53,62,1,13556,24,0,0,629,-1,255
223,223704,600,14,622,596,14,2,29,53,63,1,13561,24,0,0,622,0,255
1222,1222760,600,14,566,554,13,967,34,53,64,1,14560,24,0,0,566,0,255
0,408,757,17,566,554,13,971,34,53,64,1,14564,24,0,0,566,0,255
3,3304,757,17,566,554,13,975,34,53,64,1,14568,24,0,0,566,0,255
10,10704,757,17,566,554,13,981,34,53,64,1,14574,24,0,0,565,1,255
15,16296,757,17,566,554,13,987,34,53,64,1,14579,24,0,0,566,1,255
21,21892,757,17,566,554,13,992,34,53,64,1,14585,24,0,0,566,1,255
26,27500,757,17,566,554,13,998,34,53,64,1,14590,24,0,0,566,1,255
32,33112,757,17,566,554,13,1003,34,53,64,1,14596,24,0,0,566,1,255
37,38812,757,17,566,554,13,1009,34,53,64,1,14601,24,0,0,566,1,255
44,44512,757,17,566,554,13,1015,34,53,64,1,14608,24,0,0,565,1,255
50,50212,757,17,566,554,13,1021,34,53,64,1,14613,24,0,0,566,1,255
55,55892,757,17,566,554,13,1026,34,53,64,1,14619,24,0,0,566,1,255
61,61596,757,17,566,554,13,1032,34,53,64,1,14624,24,0,0,566,1,255
66,67284,757,17,566,554,13,1037,34,53,64,1,14630,24,0,0,566,1,255
72,72988,757,17,565,554,13,1043,34,53,64,1,14636,24,0,0,566,1,255
77,78684,757,17,568,554,13,1049,34,53,64,1,14641,24,0,0,568,1,255
83,84376,757,17,571,554,13,1055,34,53,64,1,14648,24,0,0,571,1,255
89,90080,757,17,575,554,13,1061,34,53,64,1,14653,24,0,0,575,1,255
95,95808,757,17,582,596,14,3,1063,54,64,1,14659,24,0,0,583,1,255
101,101432,757,17,591,596,14,9,1063,54,64,1,14664,24,0,0,591,1,255
106,107212,757,17,599,596,14,14,1063,54,64,1,14670,24,0,0,599,1,255
112,113080,757,17,608,596,14,20,1063,54,64,1,14676,24,0,0,608,1,255
118,118968,757,17,616,596,14,26,1063,54,64,1,14682,24,0,0,617,1,255
123,124844,757,17,625,639,15,4,28,55,64,1,14687,24,0,0,626,1,255
130,130412,757,17,635,639,15,10,28,55,64,1,14694,24,0,0,635,1,255
135,136116,757,17,645,639,15,16,28,55,64,1,14699,24,0,0,645,1,255
141,141816,757,17,654,639,15,21,28,55,64,1,14705,24,0,0,654,1,255
147,147508,757,17,662,639,15,27,28,55,64,1,14710,24,0,0,662,1,255
152,153200,757,17,670,639,15,32,28,55,64,1,14716,24,0,0,670,1,255
158,158920,757,17,680,682,16,3,35,56,64,1,14721,24,0,0,680,1,255
163,164500,757,17,690,682,16,8,35,56,64,1,14727,24,0,0,690,1,255
170,170132,757,17,697,682,16,15,35,56,64,1,14733,24,0,0,697,1,255
175,175804,757,17,707,682,16,20,35,56,64,1,14739,24,0,0,707,1,255
180,180600,757,17,714,724,17,2,23,57,64,1,14744,24,0,0,713,0,255
1179,1179784,757,17,777,767,18,957,44,58,64,1,15742,24,0,0,777,0,255
0,404,363,8,777,767,18,960,44,58,64,1,15745,24,0,0,777,0,255
3,3252,363,8,777,767,18,963,44,58,64,1,15750,24,0,0,777,0,255
10,10504,363,8,777,767,18,971,44,58,64,1,15756,24,0,0,777,-1,255
16,16120,363,8,777,767,18,976,44,58,64,1,15762,24,0,0,777,-1,255
22,21728,363,8,777,767,18,982,44,58,64,1,15767,24,0,0,777,-1,255
27,27328,363,8,777,767,18,987,44,58,64,1,15773,24,0,0,777,-1,255
33,32952,363,8,777,767,18,993,44,58,64,1,15778,24,0,0,777,-1,255
38,38548,363,8,777,767,18,998,44,58,64,1,15784,24,0,0,777,-1,255
44,44168,363,8,777,767,18,1004,44,58,64,1,15789,24,0,0,777,-1,255
49,49856,363,8,777,767,18,1009,44,58,64,1,15795,24,0,0,777,-1,255
56,55548,363,8,777,767,18,1016,44,58,64,1,15801,24,0,0,777,-1,255
61,61248,363,8,776,767,18,1021,44,58,64,1,15807,24,0,0,777,-1,255
67,66944,363,8,776,767,18,1027,44,58,64,1,15813,24,0,0,776,-1,255
72,72632,363,8,776,767,18,1033,44,58,64,1,15818,24,0,0,776,-1,255
78,78344,363,8,774,767,18,1038,44,58,64,1,15824,24,0,0,773,-1,255
84,84044,363,8,768,767,18,1044,44,58,64,1,15829,24,0,0,769,-1,255
89,89732,363,8,765,767,18,1049,44,58,64,1,15835,24,0,0,766,-1,255
95,95460,363,8,758,724,17,3,1052,58,65,1,15840,24,0,0,758,-1,255
101,101088,363,8,750,724,17,9,1052,58,65,1,15847,24,0,0,750,-1,255
107,106872,363,8,744,724,17,15,1052,58,65,1,15853,24,0,0,744,-1,255
112,112736,363,8,736,724,17,21,1052,58,65,1,15858,24,0,0,735,-1,255
118,118604,363,8,727,724,17,26,1052,58,65,1,15864,24,0,0,727,-1,255
124,124464,363,8,719,724,17,32,1052,58,65,1,15870,24,0,0,719,-1,255
130,130356,363,8,712,682,16,3,35,58,66,1,15875,24,0,0,712,-1,255
135,135940,363,8,703,682,16,8,35,58,66,1,15881,24,0,0,703,-1,255
142,141572,363,8,695,682,16,15,35,58,66,1,15887,24,0,0,694,-1,255
147,147244,363,8,686,682,16,20,35,58,66,1,15893,24,0,0,686,-1,255
153,152948,363,8,678,682,16,26,35,58,66,1,15898,24,0,0,678,-1,255
158,158672,363,8,670,639,15,4,28,58,67,1,15904,24,0,0,670,-1,255
164,164240,363,8,662,639,15,9,28,58,67,1,15909,24,0,0,662,-1,255
169,169848,363,8,653,639,15,14,28,58,67,1,15915,24,0,0,653,-1,255
175,175544,363,8,646,639,15,20,28,58,67,1,15921,24,0,0,646,-1,255
180,181248,363,8,636,639,15,27,28,58,67,1,15927,24,0,0,636,-1,255
187,186944,363,8,627,639,15,32,28,58,67,1,15933,24,0,0,627,-1,255
193,192660,363,8,618,596,14,4,34,58,68,1,15938,24,0,0,619,-1,255
198,198244,363,8,610,596,14,9,34,58,68,1,15944,24,0,0,609,-1,255
203,203856,363,8,602,596,14,15,34,58,68,1,15949,24,0,0,601,-1,255
209,209544,363,8,593,596,14,20,34,58,68,1,15955,24,0,0,593,-1,255
215,215268,363,8,585,596,14,26,34,58,68,1,15960,24,0,0,584,-1,255
220,220972,363,8,575,554,13,3,28,58,69,1,15966,24,0,0,575,-1,255
227,226572,363,8,568,554,13,10,28,58,69,1,15972,24,0,0,568,-1,255
232,232244,363,8,558,554,13,15,28,58,69,1,15978,24,0,0,558,-1,255
238,237948,363,8,550,554,13,21,28,58,69,1,15984,24,0,0,549,-1,255
243,243632,363,8,540,554,13,27,28,58,69,1,15989,24,0,0,540,-1,255
249,249352,363,8,532,511,12,3,29,58,70,1,15995,24,0,0,532,-1,255
254,254944,363,8,523,511,12,9,29,58,70,1,16000,24,0,0,523,-1,255
260,260548,363,8,515,511,12,14,29,58,70,1,16006,24,0,0,514,-1,255
265,266248,363,8,504,511,12,21,29,58,70,1,16012,24,0,0,504,-1,255
272,271948,363,8,495,511,12,26,29,58,70,1,16018,24,0,0,495,-1,255
278,277660,363,8,486,468,11,4,28,58,71,1,16023,24,0,0,486,-1,255
283,283244,363,8,477,468,11,9,28,58,71,1,16029,24,0,0,477,-1,255
288,288856,363,8,469,468,11,15,28,58,71,1,16034,24,0,0,469,-1,255
294,294548,363,8,460,468,11,20,28,58,71,1,16040,24,0,0,460,-1,255
300,300276,363,8,450,468,11,26,28,58,71,1,16045,24,0,0,449,-1,255
305,305948,363,8,441,468,11,31,28,58,71,1,16051,24,0,0,440,-1,255
312,311668,363,8,431,426,10,4,34,58,72,1,16057,24,0,0,431,-1,255
317,317244,363,8,421,426,10,9,34,58,72,1,16063,24,0,0,421,-1,255
323,322872,363,8,413,426,10,15,34,58,72,1,16068,24,0,0,413,-1,255
328,328544,363,8,405,426,10,20,34,58,72,1,16074,24,0,0,405,-1,255
334,334276,363,8,396,383,9,3,23,58,73,1,16079,24,0,0,396,-1,255
339,339772,363,8,386,383,9,8,23,58,73,1,16085,24,0,0,386,-1,255
345,345316,363,8,378,383,9,14,23,58,73,1,16090,24,0,0,377,-1,255
350,350908,363,8,368,383,9,19,23,58,73,1,16096,24,0,0,368,-1,255
357,356516,363,8,359,383,9,26,23,58,73,1,16102,24,0,0,359,-1,255
362,362124,363,8,349,383,9,31,23,58,73,1,16108,24,0,0,349,-1,255
367,366828,363,8,342,341,8,3,33,58,74,1,16113,24,0,0,343,0,255
1365,1365372,363,8,290,298,7,977,24,58,75,1,17111,24,0,0,290,0,255
0,392,470,11,290,298,7,980,24,58,75,1,17113,24,0,0,290,0,255
3,3232,470,11,290,298,7,983,24,58,75,1,17118,24,0,0,290,0,255
11,10436,470,11,290,298,7,991,24,58,75,1,17124,24,0,0,290,1,255
16,15956,470,11,292,298,7,996,24,58,75,1,17130,24,0,0,290,1,255
21,21488,470,11,291,298,7,1002,24,58,75,1,17135,24,0,0,290,1,255
27,27116,470,11,290,298,7,1007,24,58,75,1,17141,24,0,0,290,1,255
32,32704,470,11,290,298,7,1013,24,58,75,1,17146,24,0,0,290,1,255
38,38308,470,11,290,298,7,1018,24,58,75,1,17152,24,0,0,290,1,255
43,43924,470,11,290,298,7,1024,24,58,75,1,17157,24,0,0,290,1,255
49,49528,470,11,290,298,7,1029,24,58,75,1,17164,24,0,0,290,1,255
55,55164,470,11,290,298,7,1036,24,58,75,1,17169,24,0,0,290,1,255
61,60748,470,11,290,298,7,1041,24,58,75,1,17175,24,0,0,290,1,255
66,66356,470,11,290,298,7,1046,24,58,75,1,17180,24,0,0,290,1,255
72,71968,470,11,290,298,7,1052,24,58,75,1,17186,24,0,0,290,1,255
77,77596,470,11,289,298,7,1057,24,58,75,1,17191,24,0,0,289,1,255
83,83200,470,11,294,298,7,1063,24,58,75,1,17197,24,0,0,294,1,255
88,88808,470,11,298,298,7,1068,24,58,75,1,17202,24,0,0,298,1,255
95,94456,470,11,304,341,8,4,1071,59,75,1,17208,24,0,0,304,1,255
100,99996,470,11,313,341,8,9,1071,59,75,1,17214,24,0,0,313,1,255
106,105628,470,11,321,341,8,15,1071,59,75,1,17219,24,0,0,320,1,255
111,111388,470,11,328,341,8,20,1071,59,75,1,17225,24,0,0,328,1,255
117,117168,470,11,336,341,8,26,1071,59,75,1,17231,24,0,0,336,1,255
123,122948,470,11,346,341,8,32,1071,59,75,1,17236,24,0,0,346,1,255
128,128756,470,11,356,383,9,3,34,60,75,1,17242,24,0,0,356,1,255
134,134268,470,11,363,383,9,9,34,60,75,1,17247,24,0,0,363,1,255
140,139800,470,11,372,383,9,15,34,60,75,1,17254,24,0,0,373,1,255
145,145396,470,11,382,383,9,21,34,60,75,1,17259,24,0,0,382,1,255
151,151000,470,11,391,383,9,26,34,60,75,1,17265,24,0,0,391,1,255
156,156644,470,11,400,426,10,4,28,61,75,1,17270,24,0,0,401,1,255
162,162212,470,11,409,426,10,9,28,61,75,1,17276,24,0,0,409,1,255
167,167836,470,11,418,426,10,15,28,61,75,1,17281,24,0,0,418,1,255
173,173524,470,11,427,426,10,20,28,61,75,1,17287,24,0,0,427,1,255
178,179220,470,11,436,426,10,27,28,61,75,1,17293,24,0,0,436,1,255
184,184016,470,11,443,468,11,2,29,62,75,1,17298,24,0,0,443,0,255
1183,1182832,470,11,503,511,12,958,43,63,75,1,18296,24,0,0,503,0,255
0,396,904,21,503,511,12,961,43,63,75,1,18299,24,0,0,503,0,255
3,3292,904,21,503,511,12,964,43,63,75,1,18304,24,0,0,503,0,255
10,10664,904,21,503,511,12,971,43,63,75,1,18310,24,0,0,503,1,255
15,16272,904,21,503,511,12,976,43,63,75,1,18316,24,0,0,503,1,255
22,21880,904,21,503,511,12,983,43,63,75,1,18322,24,0,0,503,1,255
27,27500,904,21,506,511,12,988,43,63,75,1,18327,24,0,0,506,1,255
33,33116,904,21,509,511,12,994,43,63,75,1,18333,24,0,0,509,1,255
38,38728,904,21,512,511,12,999,43,63,75,1,18338,24,0,0,511,1,255
44,44332,904,21,515,511,12,1005,43,63,75,1,18344,24,0,0,515,1,255
49,50044,904,21,519,511,12,1010,43,63,75,1,18349,24,0,0,519,1,255
55,55728,904,21,524,511,12,1016,43,63,75,1,18355,24,0,0,524,1,255
61,61428,904,21,530,511,12,1023,43,63,75,1,18361,24,0,0,530,1,255
67,67148,904,21,535,554,13,3,1025,64,75,1,18367,24,0,0,536,1,255
72,72732,904,21,541,554,13,9,1025,64,75,1,18372,24,0,0,541,1,255
78,78336,904,21,548,554,13,14,1025,64,75,1,18378,24,0,0,548,1,255
83,84036,904,21,554,554,13,20,1025,64,75,1,18383,24,0,0,554,1,255
89,89724,904,21,561,554,13,25,1025,64,75,1,18389,24,0,0,561,1,255
95,95452,904,21,568,554,13,31,1025,64,75,1,18394,24,0,0,568,1,255
100,101164,904,21,575,554,13,36,1025,64,75,1,18400,24,0,0,575,1,255
107,107056,904,21,583,596,14,3,40,65,75,1,18407,24,0,0,584,1,255
112,112648,904,21,592,596,14,9,40,65,75,1,18412,24,0,0,592,1,255
118,118248,904,21,599,596,14,14,40,65,75,1,18418,24,0,0,599,1,255
123,123952,904,21,608,596,14,20,40,65,75,1,18423,24,0,0,608,1,255
129,129656,904,21,614,596,14,25,40,65,75,1,18429,24,0,0,615,1,255
135,135360,904,21,624,639,15,4,27,66,75,1,18434,24,0,0,624,1,255
140,140944,904,21,632,639,15,9,27,66,75,1,18440,24,0,0,632,1,255
146,146560,904,21,641,639,15,16,27,66,75,1,18446,24,0,0,641,1,255
152,152252,904,21,651,639,15,21,27,66,75,1,18452,24,0,0,651,1,255
158,157972,904,21,659,639,15,27,27,66,75,1,18457,24,0,0,659,1,255
163,163640,904,21,667,639,15,32,27,66,75,1,18463,24,0,0,668,1,255
169,169360,904,21,676,682,16,3,35,67,75,1,18469,24,0,0,676,1,255
174,174944,904,21,686,682,16,8,35,67,75,1,18474,24,0,0,686,1,255
180,180552,904,21,693,682,16,14,35,67,75,1,18479,24,0,0,693,1,255
185,186252,904,21,703,682,16,20,35,67,75,1,18485,24,0,0,703,1,255
192,191944,904,21,712,682,16,26,35,67,75,1,18492,24,0,0,712,1,255
197,197672,904,21,721,724,17,4,28,68,75,1,18497,24,0,0,721,1,255
203,203260,904,21,730,724,17,9,28,68,75,1,18503,24,0,0,730,1,255
208,208856,904,21,740,724,17,15,28,68,75,1,18508,24,0,0,740,1,255
214,214556,904,21,749,724,17,20,28,68,75,1,18514,24,0,0,750,1,255
219,220260,904,21,758,724,17,26,28,68,75,1,18519,24,0,0,758,1,255
225,225980,904,21,767,767,18,3,28,69,75,1,18525,24,0,0,768,1,255
230,231560,904,21,776,767,18,10,28,69,75,1,18531,24,0,0,777,1,255
237,237252,904,21,786,767,18,15,28,69,75,1,18537,24,0,0,786,1,255
243,242968,904,21,795,767,18,21,28,69,75,1,18542,24,0,0,796,1,255
248,248664,904,21,806,809,19,3,23,70,75,1,18548,24,0,0,806,1,255
254,254260,904,21,815,809,19,9,23,70,75,1,18553,24,0,0,815,1,255
259,259860,904,21,825,809,19,14,23,70,75,1,18559,24,0,0,826,1,255
265,265556,904,21,834,809,19,20,23,70,75,1,18564,24,0,0,835,1,255
270,271252,904,21,841,809,19,26,23,70,75,1,18570,24,0,0,841,1,255
277,276948,904,21,850,809,19,32,23,70,75,1,18577,24,0,0,851,1,255
282,282672,904,21,861,852,20,4,34,71,75,1,18582,24,0,0,862,1,255
288,288252,904,21,871,852,20,9,34,71,75,1,18588,24,0,0,871,1,255
293,293864,904,21,880,852,20,15,34,71,75,1,18593,24,0,0,881,1,255
299,299556,904,21,889,852,20,20,34,71,75,1,18599,24,0,0,889,1,255
304,304340,904,21,896,895,21,3,22,72,75,1,18604,24,0,0,896,0,255
1302,1301780,904,21,960,937,22,965,36,73,75,1,19602,24,0,0,960,0,255
0,400,263,6,960,937,22,968,36,73,75,1,19604,24,0,0,960,0,255
3,3232,263,6,960,937,22,971,36,73,75,1,19609,24,0,0,960,0,255
10,10524,263,6,960,937,22,978,36,73,75,1,19614,24,0,0,960,-1,255
15,16112,263,6,960,937,22,983,36,73,75,1,19620,24,0,0,960,-1,255
21,21724,263,6,960,937,22,989,36,73,75,1,19625,24,0,0,960,-1,255
26,27356,263,6,956,937,22,994,36,73,75,1,19631,24,0,0,960,-1,255
32,32956,263,6,960,937,22,1000,36,73,75,1,19636,24,0,0,960,-1,255
38,38636,263,6,960,937,22,1006,36,73,75,1,19643,24,0,0,960,-1,255
44,44340,263,6,961,937,22,1012,36,73,75,1,19649,24,0,0,960,-1,255
49,50036,263,6,959,937,22,1017,36,73,75,1,19654,24,0,0,960,-1,255
55,55732,263,6,960,937,22,1023,36,73,75,1,19660,24,0,0,960,-1,255
60,61420,263,6,960,937,22,1029,36,73,75,1,19665,24,0,0,960,-1,255
66,67112,263,6,960,937,22,1034,36,73,75,1,19671,24,0,0,960,-1,255
72,72820,263,6,960,937,22,1040,36,73,75,1,19676,24,0,0,960,-1,255
77,78508,263,6,959,937,22,1046,36,73,75,1,19683,24,0,0,960,-1,255
84,84208,263,6,954,937,22,1052,36,73,75,1,19688,24,0,0,955,-1,255
89,89920,263,6,950,937,22,1057,36,73,75,1,19694,24,0,0,951,-1,255
95,95624,263,6,944,895,21,3,1060,73,76,1,19700,24,0,0,944,-1,255
100,101260,263,6,936,895,21,9,1060,73,76,1,19705,24,0,0,937,-1,255
106,107060,263,6,922,895,21,14,1060,73,76,1,19711,24,0,0,926,-1,255
112,112912,263,6,919,895,21,20,1060,73,76,1,19717,24,0,0,919,-1,255
117,118780,263,6,909,895,21,26,1060,73,76,1,19722,24,0,0,909,-1,255
124,124640,263,6,902,895,21,32,1060,73,76,1,19729,24,0,0,902,-1,255
130,130524,263,6,893,852,20,3,35,73,77,1,19735,24,0,0,893,-1,255
135,136116,263,6,884,852,20,9,35,73,77,1,19740,24,0,0,884,-1,255
141,141720,263,6,877,852,20,14,35,73,77,1,19746,24,0,0,875,-1,255
146,147420,263,6,867,852,20,20,35,73,77,1,19751,24,0,0,867,-1,255
152,153120,263,6,859,852,20,25,35,73,77,1,19757,24,0,0,859,-1,255
158,158840,263,6,850,809,19,4,27,73,78,1,19762,24,0,0,850,-1,255
164,164420,263,6,841,809,19,10,27,73,78,1,19769,24,0,0,840,-1,255
170,170108,263,6,832,809,19,16,27,73,78,1,19774,24,0,0,832,-1,255
175,175808,263,6,823,809,19,21,27,73,78,1,19780,24,0,0,823,-1,255
181,181516,263,6,815,809,19,27,27,73,78,1,19785,24,0,0,815,-1,255
186,187196,263,6,806,809,19,32,27,73,78,1,19791,24,0,0,806,-1,255
192,192920,263,6,797,767,18,3,35,73,79,1,19797,24,0,0,797,-1,255
197,198504,263,6,790,767,18,9,35,73,79,1,19802,24,0,0,790,-1,255
203,204116,263,6,782,767,18,14,35,73,79,1,19808,24,0,0,780,-1,255
209,209804,263,6,772,767,18,21,35,73,79,1,19814,24,0,0,772,-1,255
215,215504,263,6,765,767,18,26,35,73,79,1,19820,24,0,0,765,-1,255
220,221228,263,6,756,724,17,4,28,73,80,1,19825,24,0,0,756,-1,255
226,226804,263,6,747,724,17,9,28,73,80,1,19831,24,0,0,747,-1,255
231,232420,263,6,740,724,17,15,28,73,80,1,19836,24,0,0,740,-1,255
237,238120,263,6,733,724,17,20,28,73,80,1,19842,24,0,0,732,-1,255
243,243804,263,6,723,724,17,26,28,73,80,1,19847,24,0,0,723,-1,255
249,249500,263,6,715,724,17,32,28,73,80,1,19854,24,0,0,715,-1,255
255,255224,263,6,708,682,16,3,35,73,81,1,19859,24,0,0,707,-1,255
260,260808,263,6,697,682,16,8,35,73,81,1,19865,24,0,0,697,-1,255
266,266448,263,6,690,682,16,14,35,73,81,1,19870,24,0,0,690,-1,255
271,272112,263,6,681,682,16,19,35,73,81,1,19876,24,0,0,680,-1,255
277,277824,263,6,674,682,16,25,35,73,81,1,19881,24,0,0,674,-1,255
282,283524,263,6,665,639,15,4,27,73,82,1,19887,24,0,0,665,-1,255
288,289112,263,6,655,639,15,9,27,73,82,1,19892,24,0,0,655,-1,255
294,294720,263,6,647,639,15,15,27,73,82,1,19899,24,0,0,647,-1,255
300,300416,263,6,639,639,15,21,27,73,82,1,19905,24,0,0,639,-1,255
305,306116,263,6,630,639,15,27,27,73,82,1,19910,24,0,0,630,-1,255
311,311840,263,6,622,596,14,3,29,73,83,1,19916,24,0,0,621,-1,255
316,317420,263,6,612,596,14,9,29,73,83,1,19921,24,0,0,612,-1,255
322,323028,263,6,603,596,14,14,29,73,83,1,19927,24,0,0,603,-1,255
327,328724,263,6,596,596,14,20,29,73,83,1,19932,24,0,0,595,-1,255
333,334416,263,6,588,596,14,26,29,73,83,1,19939,24,0,0,587,-1,255
340,340144,263,6,577,554,13,4,28,73,84,1,19944,24,0,0,577,-1,255
345,345720,263,6,570,554,13,9,28,73,84,1,19950,24,0,0,570,-1,255
351,351336,263,6,560,554,13,15,28,73,84,1,19955,24,0,0,561,-1,255
356,357032,263,6,552,554,13,20,28,73,84,1,19961,24,0,0,552,-1,255
362,362752,263,6,543,554,13,26,28,73,84,1,19966,24,0,0,543,-1,255
367,368412,263,6,535,554,13,31,28,73,84,1,19972,24,0,0,535,-1,255
373,374144,263,6,526,511,12,3,34,73,85,1,19978,24,0,0,526,-1,255
379,379720,263,6,517,511,12,9,34,73,85,1,19984,24,0,0,516,-1,255
385,385336,263,6,508,511,12,15,34,73,85,1,19989,24,0,0,508,-1,255
390,391032,263,6,499,511,12,21,34,73,85,1,19995,24,0,0,499,-1,255
396,396752,263,6,489,468,11,3,23,73,86,1,20001,24,0,0,489,-1,255
401,402336,263,6,480,468,11,9,23,73,86,1,20006,24,0,0,480,-1,255
407,407944,263,6,472,468,11,14,23,73,86,1,20012,24,0,0,471,-1,255
412,413644,263,6,463,468,11,20,23,73,86,1,20017,24,0,0,463,-1,255
418,419336,263,6,454,468,11,26,23,73,86,1,20024,24,0,0,454,-1,255
424,425036,263,6,444,468,11,32,23,73,86,1,20029,24,0,0,444,-1,255
430,430752,263,6,435,426,10,3,34,73,87,1,20035,24,0,0,434,-1,255
436,436336,263,6,425,426,10,9,34,73,87,1,20040,24,0,0,425,-1,255
441,441944,263,6,417,426,10,14,34,73,87,1,20046,24,0,0,417,-1,255
447,447656,263,6,408,426,10,20,34,73,87,1,20051,24,0,0,408,-1,255
452,453336,263,6,401,426,10,25,34,73,87,1,20057,24,0,0,402,-1,255
458,459056,263,6,391,383,9,3,28,73,88,1,20062,24,0,0,391,-1,255
464,464552,263,6,382,383,9,9,28,73,88,1,20069,24,0,0,382,-1,255
469,470084,263,6,372,383,9,15,28,73,88,1,20074,24,0,0,372,-1,255
475,475696,263,6,363,383,9,20,28,73,88,1,20080,24,0,0,363,-1,255
480,481300,263,6,354,383,9,26,28,73,88,1,20085,24,0,0,355,-1,255
486,486932,263,6,345,341,8,3,28,73,89,1,20091,24,0,0,345,-1,255
491,492428,263,6,336,341,8,8,28,73,89,1,20096,24,0,0,336,-1,255
497,497960,263,6,327,341,8,14,28,73,89,1,20101,24,0,0,327,-1,255
502,503568,263,6,318,341,8,19,28,73,89,1,20108,24,0,0,318,-1,255
509,509200,263,6,309,341,8,26,28,73,89,1,20113,24,0,0,309,-1,255
514,514816,263,6,301,298,7,3,28,73,90,1,20119,24,0,0,300,-1,255
520,520312,263,6,293,298,7,9,28,73,90,1,20124,24,0,0,292,-1,255
525,525840,263,6,285,298,7,14,28,73,90,1,20130,24,0,0,285,-1,255
530,531452,263,6,277,298,7,20,28,73,90,1,20135,24,0,0,277,-1,255
536,537056,263,6,268,298,7,25,28,73,90,1,20141,24,0,0,268,-1,255
